,a1,a2,a3,a4,a5,a6,b1,b2,b3,b4,b5,b6,z1,z2,z3,z4,z5,z6
9066,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9067,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
9068,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
9069,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
9070,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
9071,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
9072,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
9073,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9074,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0
9075,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9076,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
9077,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
9078,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9079,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
9080,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
9081,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9082,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0
9083,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9084,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
9085,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
9086,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9087,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
9088,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
9089,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0
9090,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
9091,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
9092,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9093,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9094,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9095,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9096,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0
9097,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
9098,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
9099,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0
9100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9101,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9102,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9103,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9104,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9105,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
9106,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9107,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
9108,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
9109,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
9110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9111,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9112,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
9113,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
9114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9115,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9116,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9117,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9118,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9119,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
9120,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
9121,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
9122,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
9123,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
9124,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
9125,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
9126,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
9127,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
9128,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0
9129,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
9130,0,0,0,0,1,1,2,1,1,0,0,0,0,0,0,1,0,0
9131,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
9132,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
9133,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9134,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0
9135,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0
9136,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9137,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0
9138,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0
9139,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
9140,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
9141,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9142,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
9143,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9144,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9145,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
9146,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
9147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9148,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
9149,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9150,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9151,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
9152,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
9153,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9154,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9155,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
9156,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
9157,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9158,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
9159,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9160,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0
9161,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0
9162,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0
9163,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
9164,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9165,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9166,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0
9167,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9168,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
9169,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0
9170,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
9171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9172,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9173,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9174,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9175,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
9176,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9177,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9178,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0
9179,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
9180,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9181,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
9182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9183,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
9184,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
9185,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9187,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
9188,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9189,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9190,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
9191,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
9192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9193,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
9194,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
9195,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9196,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9197,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9198,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0
9199,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
9200,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0
9201,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
9202,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
9203,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9204,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
9205,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
9206,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0
9207,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9208,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
9209,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9210,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9211,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9212,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9213,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
9214,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
9215,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9216,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
9217,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0
9218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9219,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9220,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9221,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
9222,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
9223,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
9224,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9225,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9226,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9227,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9228,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
9229,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
9230,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9231,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
9232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9233,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9234,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
9235,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
9236,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0
9237,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
9238,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9239,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9240,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
9241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9242,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9243,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
9244,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
9245,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
9246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
9247,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9248,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0
9249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9250,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9251,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0
9252,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9253,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
9254,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9255,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
9256,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
9257,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
9258,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9259,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9260,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9261,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9262,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
9263,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0
9264,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
9265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9266,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
9267,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9268,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0
9269,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
9270,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9271,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
9272,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
9273,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
9274,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
9275,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9276,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
9277,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
9278,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
9279,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9280,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
9281,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9282,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
9283,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
9284,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
9285,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
9286,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
9287,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9288,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
9289,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
9290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9291,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
9292,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9293,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9294,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
9295,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9296,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9297,0,1,0,0,1,0,1,0,1,0,0,2,0,0,0,1,0,0
9298,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
9299,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
9300,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
9301,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9302,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1
9303,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9305,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
9306,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
9307,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9308,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9309,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9312,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0
9313,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
9314,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9315,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
9316,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0
9317,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9318,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9319,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
9320,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
9321,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9322,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9323,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9324,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
9325,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0
9326,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9327,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9328,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9329,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
9330,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
9331,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
9332,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
9333,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
9334,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
9335,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9336,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0
9337,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9338,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9339,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9341,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
9342,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
9343,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9344,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0
9345,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
9346,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9348,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
9349,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
9350,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9351,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9353,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0
9354,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0
9355,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
9356,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9357,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
9358,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0
9359,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
9360,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9361,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9362,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
9363,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9364,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9365,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
9366,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
9367,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9368,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9370,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9371,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0
9372,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9373,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9374,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
9375,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
9376,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9377,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
9378,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0
9379,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
9380,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
9381,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9382,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
9383,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
9384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9385,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
9386,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
9387,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
9388,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
9389,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
9390,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
9391,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
9392,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
9393,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9394,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9395,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0
9396,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9397,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9398,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
9399,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
9400,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9401,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9402,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0
9403,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9404,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
9405,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
9406,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9408,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0
9409,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
9410,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
9411,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9412,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
9413,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9414,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
9415,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
9416,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0
9417,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9418,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
9419,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
9420,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
9421,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
9422,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
